company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep,actual_dep,delay_min,passengers,Hot Transfer,Origin,Transfer,transfer_ratio,ssr_count,tight_ground,high_load,delay_norm,ssr_norm,bag_ratio_norm,load_norm,tight_flag,high_load_flag,difficulty_score,daily_rank,difficulty_cat
UA,1655,2025-08-15,ORD,DCA,2025-08-15T18:00:00Z,2025-08-15T21:02:00Z,2025-08-15T18:36:00Z,2025-08-15T21:41:00Z,150,A320-200,Mainline,70,92,46,2025-08-15 18:00:00+00:00,2025-08-15 18:36:00+00:00,36.0,159,25,31,37,37.0,0.0,False,False,0.05125725338491296,0.0,0.10571428571428572,0.29601518026565465,0,0,0.09572306921146195,190.0,Medium
OO,5999,2025-08-03,ORD,OKC,2025-08-03T13:20:00Z,2025-08-03T15:49:00Z,2025-08-03T13:13:00Z,2025-08-03T15:28:00Z,76,ERJ-175,Express,79,67,39,2025-08-03 13:20:00+00:00,2025-08-03 13:13:00+00:00,-7.0,89,4,21,22,22.0,0.0,False,False,0.00967117988394584,0.0,0.06285714285714286,0.16318785578747627,0,0,0.048110353694107585,419.0,Medium
UA,1224,2025-08-03,ORD,LAX,2025-08-03T06:10:00Z,2025-08-03T08:39:00Z,2025-08-03T06:02:00Z,2025-08-03T08:22:00Z,179,B737-900,Mainline,377,387,56,2025-08-03 06:10:00+00:00,2025-08-03 06:02:00+00:00,-8.0,235,0,114,16,16.0,0.0,False,True,0.008704061895551257,0.0,0.045714285714285714,0.44022770398481975,0,1,0.09979961650848648,228.0,Medium
UA,2182,2025-08-05,ORD,PHL,2025-08-05T11:20:00Z,2025-08-05T14:29:00Z,2025-08-05T11:11:00Z,2025-08-05T14:16:00Z,150,A320-200,Mainline,160,178,46,2025-08-05 11:20:00+00:00,2025-08-05 11:11:00+00:00,-9.0,176,1,47,27,27.0,5.0,False,False,0.007736943907156672,0.5555555555555556,0.07714285714285714,0.3282732447817837,0,0,0.19451541466818628,47.0,Difficult
UA,422,2025-08-15,ORD,ATH,2025-08-15T16:15:00Z,2025-08-16T10:30:00Z,2025-08-15T16:46:00Z,2025-08-16T11:09:00Z,318,B787-10,Mainline,185,245,155,2025-08-15 16:15:00+00:00,2025-08-15 16:46:00+00:00,31.0,342,0,110,154,154.0,0.0,False,True,0.046421663442940034,0.0,0.44,0.6432637571157495,0,1,0.2305792504560319,15.0,Difficult
UA,953,2025-08-11,ORD,MUC,2025-08-11T18:00:00Z,2025-08-12T09:40:00Z,2025-08-11T17:56:00Z,2025-08-12T09:37:00Z,243,B787-8,Mainline,1680,1648,150,2025-08-11 18:00:00+00:00,2025-08-11 17:56:00+00:00,-4.0,192,20,70,84,84.0,0.0,False,False,0.012572533849129593,0.0,0.24,0.3586337760910816,0,0,0.1234985153729552,125.0,Medium
UA,2364,2025-08-06,ORD,CMH,2025-08-06T10:38:00Z,2025-08-06T13:07:00Z,2025-08-06T10:33:00Z,2025-08-06T12:43:00Z,166,B737-800,Mainline,59,70,51,2025-08-06 10:38:00+00:00,2025-08-06 10:33:00+00:00,-5.0,78,6,14,19,19.0,2.0,False,False,0.011605415860735008,0.2222222222222222,0.054285714285714284,0.14231499051233396,0,0,0.0872462101622746,238.0,Medium
UA,1848,2025-08-04,ORD,ATL,2025-08-04T10:35:00Z,2025-08-04T13:42:00Z,2025-08-04T10:31:00Z,2025-08-04T13:23:00Z,126,B737-700,Mainline,55,74,43,2025-08-04 10:35:00+00:00,2025-08-04 10:31:00+00:00,-4.0,130,4,67,11,11.0,0.0,False,False,0.012572533849129593,0.0,0.03142857142857143,0.24098671726755216,0,0,0.0582548178939636,376.0,Medium
UA,561,2025-08-11,ORD,MCI,2025-08-11T12:45:00Z,2025-08-11T14:22:00Z,2025-08-11T12:46:00Z,2025-08-11T14:15:00Z,179,B737-900,Mainline,67,83,56,2025-08-11 12:45:00+00:00,2025-08-11 12:46:00+00:00,1.0,184,17,62,55,55.0,0.0,False,False,0.017408123791102514,0.0,0.15714285714285714,0.3434535104364327,0,0,0.10534171065318873,195.0,Medium
UA,275,2025-08-07,ORD,RAP,2025-08-07T08:45:00Z,2025-08-07T10:20:00Z,2025-08-07T08:36:00Z,2025-08-07T09:40:00Z,150,A320-200,Mainline,64,81,46,2025-08-07 08:45:00+00:00,2025-08-07 08:36:00+00:00,-9.0,159,29,15,37,37.0,0.0,False,False,0.007736943907156672,0.0,0.10571428571428572,0.29601518026565465,0,0,0.08266697636813508,287.0,Medium
UA,752,2025-08-05,ORD,DCA,2025-08-05T12:50:00Z,2025-08-05T15:48:00Z,2025-08-05T13:01:00Z,2025-08-05T16:16:00Z,126,A319-100,Mainline,62,94,43,2025-08-05 12:50:00+00:00,2025-08-05 13:01:00+00:00,11.0,122,8,20,24,24.0,3.0,False,False,0.027079303675048357,0.3333333333333333,0.06857142857142857,0.22580645161290322,0,0,0.13366603380604752,127.0,Medium
UA,609,2025-08-03,ORD,PHX,2025-08-03T13:34:00Z,2025-08-03T15:22:00Z,2025-08-03T15:16:00Z,2025-08-03T16:33:00Z,179,B737-900,Mainline,61,59,56,2025-08-03 13:34:00+00:00,2025-08-03 15:16:00+00:00,102.0,206,0,92,53,53.0,2.0,False,False,0.1150870406189555,0.2222222222222222,0.15142857142857144,0.3851992409867173,0,0,0.18629611911318886,43.0,Difficult
UA,1677,2025-08-07,ORD,BOS,2025-08-07T15:48:00Z,2025-08-07T19:18:00Z,2025-08-07T16:31:00Z,2025-08-07T20:00:00Z,166,B737-800,Mainline,67,53,51,2025-08-07 15:48:00+00:00,2025-08-07 16:31:00+00:00,43.0,190,3,24,10,10.0,0.0,False,False,0.058027079303675046,0.0,0.02857142857142857,0.3548387096774194,0,0,0.0940901514408721,247.0,Medium
UA,1068,2025-08-07,ORD,IAD,2025-08-07T08:52:00Z,2025-08-07T11:55:00Z,2025-08-07T16:00:00Z,2025-08-07T18:51:00Z,176,B757-200,Mainline,852,1141,56,2025-08-07 08:52:00+00:00,2025-08-07 16:00:00+00:00,428.0,85,10,68,42,42.0,1.0,False,False,0.43036750483558994,0.1111111111111111,0.12,0.15559772296015179,0,0,0.20645201826492957,38.0,Difficult
UA,929,2025-08-11,ORD,LHR,2025-08-11T16:05:00Z,2025-08-12T06:20:00Z,2025-08-11T18:59:00Z,2025-08-12T08:36:00Z,167,B767-300,Mainline,195,390,145,2025-08-11 16:05:00+00:00,2025-08-11 18:59:00+00:00,174.0,122,0,51,39,39.0,0.0,False,False,0.18471953578336558,0.0,0.11142857142857143,0.22580645161290322,0,0,0.12286286534330461,127.0,Medium
OO,5135,2025-08-11,ORD,MCW,2025-08-11T16:50:00Z,2025-08-11T18:20:00Z,2025-08-11T17:13:00Z,2025-08-11T18:29:00Z,50,CRJ-200,Express,47,56,29,2025-08-11 16:50:00+00:00,2025-08-11 17:13:00+00:00,23.0,24,0,13,9,9.0,0.0,False,False,0.03868471953578337,0.0,0.025714285714285714,0.03984819734345351,0,0,0.02471791247228286,560.0,Easy
G7,4188,2025-08-04,ORD,GSO,2025-08-04T18:10:00Z,2025-08-04T21:17:00Z,2025-08-04T18:08:00Z,2025-08-04T20:55:00Z,50,CRJ-550,Express,71,79,29,2025-08-04 18:10:00+00:00,2025-08-04 18:08:00+00:00,-2.0,48,2,11,14,14.0,1.0,False,False,0.014506769825918761,0.1111111111111111,0.04,0.08538899430740038,0,0,0.05165205203147792,404.0,Medium
OO,5118,2025-08-06,ORD,PLN,2025-08-06T12:45:00Z,2025-08-06T15:08:00Z,2025-08-06T13:48:00Z,2025-08-06T16:06:00Z,50,CRJ-200,Express,51,129,29,2025-08-06 12:45:00+00:00,2025-08-06 13:48:00+00:00,63.0,58,13,13,25,25.0,0.0,False,False,0.07736943907156674,0.0,0.07142857142857142,0.10436432637571158,0,0,0.05836941128232662,328.0,Medium
OO,5292,2025-08-01,ORD,MTY,2025-08-01T08:45:00Z,2025-08-01T11:41:00Z,2025-08-01T09:49:00Z,2025-08-01T12:14:00Z,76,ERJ-175,Express,40,67,42,2025-08-01 08:45:00+00:00,2025-08-01 09:49:00+00:00,64.0,73,7,55,6,6.0,0.0,True,False,0.07833655705996131,0.0,0.017142857142857144,0.13282732447817835,1,0,0.15349500344219552,109.0,Difficult
UA,2684,2025-08-05,ORD,FCA,2025-08-05T08:45:00Z,2025-08-05T11:36:00Z,2025-08-05T08:40:00Z,2025-08-05T11:22:00Z,179,B737-900,Mainline,67,63,56,2025-08-05 08:45:00+00:00,2025-08-05 08:40:00+00:00,-5.0,252,28,50,34,34.0,1.0,False,True,0.011605415860735008,0.1111111111111111,0.09714285714285714,0.4724857685009488,0,1,0.13962957210920393,114.0,Medium
OO,5253,2025-08-06,ORD,FCA,2025-08-06T19:42:00Z,2025-08-06T22:48:00Z,2025-08-06T19:41:00Z,2025-08-06T22:20:00Z,76,ERJ-175,Express,164,139,70,2025-08-06 19:42:00+00:00,2025-08-06 19:41:00+00:00,-1.0,64,4,8,44,44.0,1.0,False,False,0.015473887814313345,0.1111111111111111,0.12571428571428572,0.1157495256166983,0,0,0.07515715083271303,276.0,Medium
UA,1301,2025-08-13,ORD,ICT,2025-08-13T20:00:00Z,2025-08-13T22:03:00Z,2025-08-13T20:10:00Z,2025-08-13T21:55:00Z,126,B737-700,Mainline,65,80,43,2025-08-13 20:00:00+00:00,2025-08-13 20:10:00+00:00,10.0,63,1,15,49,49.0,0.0,False,False,0.02611218568665377,0.0,0.14,0.11385199240986718,0,0,0.05860405418796957,342.0,Medium
OO,5977,2025-08-07,ORD,ICT,2025-08-07T12:45:00Z,2025-08-07T14:48:00Z,2025-08-07T13:10:00Z,2025-08-07T15:08:00Z,76,ERJ-175,Express,47,55,34,2025-08-07 12:45:00+00:00,2025-08-07 13:10:00+00:00,25.0,90,5,20,49,49.0,1.0,False,False,0.04061895551257254,0.1111111111111111,0.14,0.16508538899430739,0,0,0.09542498667485547,245.0,Medium
G7,4585,2025-08-04,ORD,DAY,2025-08-04T10:55:00Z,2025-08-04T13:18:00Z,2025-08-04T10:48:00Z,2025-08-04T12:55:00Z,50,CRJ-550,Express,67,85,29,2025-08-04 10:55:00+00:00,2025-08-04 10:48:00+00:00,-7.0,46,4,2,18,18.0,0.0,False,False,0.00967117988394584,0.0,0.05142857142857143,0.08159392789373815,0,0,0.02950585382964567,538.0,Easy
OO,5398,2025-08-10,ORD,IND,2025-08-10T10:55:00Z,2025-08-10T13:07:00Z,2025-08-10T16:03:00Z,2025-08-10T18:17:00Z,76,ERJ-175,Express,-237,53,34,2025-08-10 10:55:00+00:00,2025-08-10 16:03:00+00:00,308.0,7,0,0,7,7.0,0.0,True,False,0.3143133462282398,0.0,0.02,0.007590132827324478,1,0,0.19981203043393683,38.0,Difficult
OO,5121,2025-08-03,ORD,FOD,2025-08-03T07:45:00Z,2025-08-03T09:20:00Z,2025-08-03T07:35:00Z,2025-08-03T08:54:00Z,50,CRJ-200,Express,52,66,29,2025-08-03 07:45:00+00:00,2025-08-03 07:35:00+00:00,-10.0,4,0,0,1,1.0,0.0,False,False,0.006769825918762087,0.0,0.002857142857142857,0.0018975332068311198,0,0,0.002981882988423421,548.0,Easy
UA,1620,2025-08-04,ORD,SEA,2025-08-04T08:50:00Z,2025-08-04T11:37:00Z,2025-08-04T08:43:00Z,2025-08-04T11:11:00Z,200,A321-2NX,Mainline,677,694,62,2025-08-04 08:50:00+00:00,2025-08-04 08:43:00+00:00,-7.0,236,17,59,79,79.0,0.0,False,True,0.00967117988394584,0.0,0.2257142857142857,0.44212523719165087,0,1,0.1364692585463711,115.0,Medium
UA,845,2025-08-10,ORD,GRU,2025-08-10T21:20:00Z,2025-08-11T09:30:00Z,2025-08-10T22:50:00Z,2025-08-11T10:54:00Z,318,B787-10,Mainline,555,662,155,2025-08-10 21:20:00+00:00,2025-08-10 22:50:00+00:00,90.0,379,27,117,207,207.0,0.0,False,True,0.10348162475822051,0.0,0.5914285714285714,0.713472485768501,0,1,0.29202469886688065,8.0,Difficult
UA,2302,2025-08-07,ORD,BWI,2025-08-07T07:00:00Z,2025-08-07T10:03:00Z,2025-08-07T06:51:00Z,2025-08-07T09:34:00Z,150,A320-200,Mainline,704,554,46,2025-08-07 07:00:00+00:00,2025-08-07 06:51:00+00:00,-9.0,173,16,25,23,23.0,0.0,False,False,0.007736943907156672,0.0,0.06571428571428571,0.32258064516129037,0,0,0.07998006934726222,303.0,Medium
UA,1899,2025-08-04,ORD,YYC,2025-08-04T20:03:00Z,2025-08-04T22:53:00Z,2025-08-04T20:00:00Z,2025-08-04T22:44:00Z,126,B737-700,Mainline,108,77,52,2025-08-04 20:03:00+00:00,2025-08-04 20:00:00+00:00,-3.0,133,3,17,47,47.0,0.0,False,False,0.013539651837524177,0.0,0.13428571428571429,0.24667931688804554,0,0,0.08025490178600922,293.0,Medium
OO,5577,2025-08-10,ORD,JAX,2025-08-10T07:00:00Z,2025-08-10T10:39:00Z,2025-08-10T07:57:00Z,2025-08-10T11:20:00Z,76,ERJ-175,Express,-51,31,34,2025-08-10 07:00:00+00:00,2025-08-10 07:57:00+00:00,57.0,86,13,39,28,28.0,0.0,True,False,0.07156673114119923,0.0,0.08,0.1574952561669829,1,0,0.16896907057575636,66.0,Difficult
YX,3663,2025-08-04,ORD,BGR,2025-08-04T18:10:00Z,2025-08-04T21:59:00Z,2025-08-04T18:22:00Z,2025-08-04T22:02:00Z,76,ERJ-175,Express,74,46,34,2025-08-04 18:10:00+00:00,2025-08-04 18:22:00+00:00,12.0,81,3,9,40,40.0,0.0,False,False,0.02804642166344294,0.0,0.11428571428571428,0.14800759013282733,0,0,0.060872587382741206,362.0,Medium
G7,4463,2025-08-05,ORD,ABE,2025-08-05T18:35:00Z,2025-08-05T21:55:00Z,2025-08-05T18:28:00Z,2025-08-05T21:28:00Z,50,CRJ-550,Express,90,76,29,2025-08-05 18:35:00+00:00,2025-08-05 18:28:00+00:00,-7.0,46,0,13,27,27.0,0.0,False,False,0.00967117988394584,0.0,0.07714285714285714,0.08159392789373815,0,0,0.034648710972502814,465.0,Easy
UA,378,2025-08-08,ORD,LAX,2025-08-08T13:55:00Z,2025-08-08T16:26:00Z,2025-08-08T13:56:00Z,2025-08-08T15:59:00Z,200,A321-2NX,Mainline,73,88,62,2025-08-08 13:55:00+00:00,2025-08-08 13:56:00+00:00,1.0,246,15,70,45,45.0,0.0,False,True,0.017408123791102514,0.0,0.12857142857142856,0.46110056925996207,0,1,0.12315683670360889,144.0,Medium
UA,1660,2025-08-12,ORD,SFO,2025-08-12T16:50:00Z,2025-08-12T19:36:00Z,2025-08-12T17:21:00Z,2025-08-12T20:44:00Z,234,B757-300,Mainline,105,86,66,2025-08-12 16:50:00+00:00,2025-08-12 17:21:00+00:00,31.0,265,0,88,52,52.0,1.0,False,True,0.046421663442940034,0.1111111111111111,0.14857142857142858,0.4971537001897533,0,1,0.16529374700734062,69.0,Difficult
UA,592,2025-08-01,ORD,JAC,2025-08-01T16:50:00Z,2025-08-01T19:05:00Z,2025-08-01T16:55:00Z,2025-08-01T18:54:00Z,126,B737-700,Mainline,57,80,43,2025-08-01 16:50:00+00:00,2025-08-01 16:55:00+00:00,5.0,140,1,20,73,73.0,0.0,False,False,0.02127659574468085,0.0,0.20857142857142857,0.2599620493358634,0,0,0.10008967430486265,286.0,Medium
UA,2378,2025-08-15,ORD,LAX,2025-08-15T21:42:00Z,2025-08-16T00:15:00Z,2025-08-15T21:33:00Z,2025-08-16T00:27:00Z,200,A321-2NX,Mainline,77,86,62,2025-08-15 21:42:00+00:00,2025-08-15 21:33:00+00:00,-9.0,125,0,16,56,56.0,0.0,False,False,0.007736943907156672,0.0,0.16,0.23149905123339656,0,0,0.0806208934188263,258.0,Medium
UA,1361,2025-08-06,ORD,STL,2025-08-06T21:20:00Z,2025-08-06T22:45:00Z,2025-08-06T23:49:00Z,2025-08-07T01:17:00Z,126,A319-100,Mainline,57,63,43,2025-08-06 21:20:00+00:00,2025-08-06 23:49:00+00:00,149.0,108,10,15,82,82.0,1.0,False,False,0.16054158607350097,0.1111111111111111,0.2342857142857143,0.19924098671726753,0,0,0.1570900382448689,99.0,Difficult
YX,3493,2025-08-09,ORD,DTW,2025-08-09T21:25:00Z,2025-08-09T23:57:00Z,2025-08-09T21:32:00Z,2025-08-09T23:55:00Z,76,ERJ-175,Express,391,441,34,2025-08-09 21:25:00+00:00,2025-08-09 21:32:00+00:00,7.0,59,6,1,13,13.0,0.0,False,False,0.023210831721470017,0.0,0.037142857142857144,0.1062618595825427,0,0,0.03564419286152098,475.0,Easy
UA,622,2025-08-10,ORD,DEN,2025-08-10T13:04:00Z,2025-08-10T14:46:00Z,2025-08-10T13:52:00Z,2025-08-10T16:20:00Z,364,B777-2HD,Mainline,99,107,87,2025-08-10 13:04:00+00:00,2025-08-10 13:52:00+00:00,48.0,409,5,182,45,45.0,0.0,False,True,0.06286266924564797,0.0,0.12857142857142856,0.7703984819734345,0,1,0.19865278288266702,39.0,Difficult
UA,758,2025-08-07,ORD,EWR,2025-08-07T10:35:00Z,2025-08-07T13:52:00Z,2025-08-07T10:47:00Z,2025-08-07T13:53:00Z,179,B737-900,Mainline,116,139,56,2025-08-07 10:35:00+00:00,2025-08-07 10:47:00+00:00,12.0,205,31,96,17,17.0,1.0,False,False,0.02804642166344294,0.1111111111111111,0.04857142857142857,0.38330170777988615,0,0,0.11701077599151805,182.0,Medium
YX,3536,2025-08-06,ORD,YUL,2025-08-06T07:15:00Z,2025-08-06T10:40:00Z,2025-08-06T07:06:00Z,2025-08-06T10:18:00Z,76,ERJ-175,Express,45,61,42,2025-08-06 07:15:00+00:00,2025-08-06 07:06:00+00:00,-9.0,73,4,25,8,8.0,0.0,False,False,0.007736943907156672,0.0,0.022857142857142857,0.13282732447817835,0,0,0.03345797663921125,445.0,Easy
OO,5260,2025-08-08,ORD,FSD,2025-08-08T08:54:00Z,2025-08-08T10:50:00Z,2025-08-08T08:55:00Z,2025-08-08T11:14:00Z,50,CRJ-550,Express,86,82,29,2025-08-08 08:54:00+00:00,2025-08-08 08:55:00+00:00,1.0,51,4,4,13,13.0,0.0,False,False,0.017408123791102514,0.0,0.037142857142857144,0.09108159392789374,0,0,0.03086732735148093,525.0,Easy
OO,4789,2025-08-02,ORD,FAR,2025-08-02T20:00:00Z,2025-08-02T22:12:00Z,2025-08-02T20:03:00Z,2025-08-02T22:10:00Z,76,ERJ-175,Express,65,59,34,2025-08-02 20:00:00+00:00,2025-08-02 20:03:00+00:00,3.0,77,0,13,45,45.0,1.0,False,False,0.01934235976789168,0.1111111111111111,0.12857142857142856,0.14041745730550284,0,0,0.081822707327976,311.0,Medium
UA,1933,2025-08-15,ORD,LAS,2025-08-15T08:47:00Z,2025-08-15T10:55:00Z,2025-08-15T08:39:00Z,2025-08-15T10:19:00Z,179,B737-900,Mainline,64,67,56,2025-08-15 08:47:00+00:00,2025-08-15 08:39:00+00:00,-8.0,190,9,44,34,34.0,0.0,False,False,0.008704061895551257,0.0,0.09714285714285714,0.3548387096774194,0,0,0.09300753193272068,208.0,Medium
OO,5874,2025-08-08,ORD,PIA,2025-08-08T15:35:00Z,2025-08-08T16:43:00Z,2025-08-08T15:27:00Z,2025-08-08T16:25:00Z,50,CRJ-200,Express,60,66,29,2025-08-08 15:35:00+00:00,2025-08-08 15:27:00+00:00,-8.0,39,9,15,12,12.0,1.0,False,False,0.008704061895551257,0.1111111111111111,0.03428571428571429,0.0683111954459203,0,0,0.04535282273721452,421.0,Medium
UA,2343,2025-08-09,ORD,IND,2025-08-09T14:21:00Z,2025-08-09T16:32:00Z,2025-08-09T14:19:00Z,2025-08-09T16:20:00Z,179,B737-900,Mainline,72,63,56,2025-08-09 14:21:00+00:00,2025-08-09 14:19:00+00:00,-2.0,96,1,2,61,61.0,1.0,False,False,0.014506769825918761,0.1111111111111111,0.1742857142857143,0.1764705882352941,0,0,0.09672551367419953,253.0,Medium
UA,1920,2025-08-11,ORD,LAS,2025-08-11T15:41:00Z,2025-08-11T17:41:00Z,2025-08-11T15:39:00Z,2025-08-11T17:23:00Z,179,B737-900,Mainline,67,50,56,2025-08-11 15:41:00+00:00,2025-08-11 15:39:00+00:00,-2.0,131,10,24,29,29.0,0.0,False,False,0.014506769825918761,0.0,0.08285714285714285,0.2428842504743833,0,0,0.06950030961408087,328.0,Medium
UA,1851,2025-08-07,ORD,ALB,2025-08-07T09:00:00Z,2025-08-07T12:11:00Z,2025-08-07T08:58:00Z,2025-08-07T12:03:00Z,126,A319-100,Mainline,78,75,43,2025-08-07 09:00:00+00:00,2025-08-07 08:58:00+00:00,-2.0,128,2,41,36,36.0,0.0,False,False,0.014506769825918761,0.0,0.10285714285714286,0.23719165085388993,0,0,0.07236178968998219,331.0,Medium
OO,5847,2025-08-06,ORD,DSM,2025-08-06T16:20:00Z,2025-08-06T17:49:00Z,2025-08-06T16:14:00Z,2025-08-06T17:43:00Z,76,ERJ-175,Express,47,49,34,2025-08-06 16:20:00+00:00,2025-08-06 16:14:00+00:00,-6.0,71,1,21,29,29.0,0.0,False,False,0.010638297872340424,0.0,0.08285714285714285,0.12903225806451613,0,0,0.045569369546033925,381.0,Medium
UA,1398,2025-08-08,ORD,ATL,2025-08-08T18:20:00Z,2025-08-08T21:29:00Z,2025-08-08T18:31:00Z,2025-08-08T21:26:00Z,166,B737-800,Mainline,70,57,51,2025-08-08 18:20:00+00:00,2025-08-08 18:31:00+00:00,11.0,123,0,28,45,45.0,2.0,False,False,0.027079303675048357,0.2222222222222222,0.12857142857142856,0.22770398481973433,0,0,0.12382331822519155,140.0,Medium
OO,4789,2025-08-06,ORD,FAR,2025-08-06T20:00:00Z,2025-08-06T22:12:00Z,2025-08-06T20:04:00Z,2025-08-06T22:13:00Z,70,ERJ-175,Express,96,96,34,2025-08-06 20:00:00+00:00,2025-08-06 20:04:00+00:00,4.0,63,0,11,39,39.0,0.0,False,False,0.020309477756286266,0.0,0.11142857142857143,0.11385199240986718,0,0,0.05114895609457361,356.0,Medium
OO,5499,2025-08-05,ORD,SBN,2025-08-05T19:35:00Z,2025-08-05T21:35:00Z,2025-08-05T20:27:00Z,2025-08-05T22:20:00Z,50,CRJ-200,Express,212,255,29,2025-08-05 19:35:00+00:00,2025-08-05 20:27:00+00:00,52.0,59,3,11,20,20.0,1.0,False,False,0.0667311411992263,0.1111111111111111,0.05714285714285714,0.1062618595825427,0,0,0.07492250792707009,288.0,Medium
UA,1594,2025-08-14,ORD,ABQ,2025-08-14T09:20:00Z,2025-08-14T11:32:00Z,2025-08-14T09:31:00Z,2025-08-14T11:25:00Z,126,A319-100,Mainline,92,96,43,2025-08-14 09:20:00+00:00,2025-08-14 09:31:00+00:00,11.0,136,7,44,40,40.0,1.0,False,False,0.027079303675048357,0.1111111111111111,0.11428571428571428,0.2523719165085389,0,0,0.10367753948358736,184.0,Medium
YX,3493,2025-08-10,ORD,DTW,2025-08-10T21:25:00Z,2025-08-10T23:57:00Z,2025-08-10T21:34:00Z,2025-08-10T23:59:00Z,76,ERJ-175,Express,251,274,70,2025-08-10 21:25:00+00:00,2025-08-10 21:34:00+00:00,9.0,70,0,3,55,55.0,0.0,False,False,0.025145067698259187,0.0,0.15714285714285714,0.127134724857685,0,0,0.06439903670958619,368.0,Medium
G7,4468,2025-08-02,ORD,LEX,2025-08-02T21:20:00Z,2025-08-02T23:50:00Z,2025-08-02T21:34:00Z,2025-08-02T23:58:00Z,50,CRJ-550,Express,145,162,29,2025-08-02 21:20:00+00:00,2025-08-02 21:34:00+00:00,14.0,69,2,0,45,45.0,0.0,False,False,0.029980657640232108,0.0,0.12857142857142856,0.12523719165085387,0,0,0.059755921336526116,369.0,Medium
G7,4502,2025-08-07,ORD,LEX,2025-08-07T10:50:00Z,2025-08-07T13:21:00Z,2025-08-07T10:48:00Z,2025-08-07T13:08:00Z,50,CRJ-550,Express,62,70,29,2025-08-07 10:50:00+00:00,2025-08-07 10:48:00+00:00,-2.0,43,0,3,8,8.0,0.0,False,False,0.014506769825918761,0.0,0.022857142857142857,0.07590132827324478,0,0,0.024103725173853157,543.0,Easy
UA,1304,2025-08-02,ORD,LAS,2025-08-02T11:29:00Z,2025-08-02T13:28:00Z,2025-08-02T11:27:00Z,2025-08-02T13:11:00Z,179,B737-900,Mainline,68,73,56,2025-08-02 11:29:00+00:00,2025-08-02 11:27:00+00:00,-2.0,220,0,104,43,43.0,0.0,False,False,0.014506769825918761,0.0,0.12285714285714286,0.411764705882353,0,0,0.11127640069567481,243.0,Medium
UA,378,2025-08-07,ORD,LAX,2025-08-07T13:55:00Z,2025-08-07T16:26:00Z,2025-08-07T13:51:00Z,2025-08-07T16:20:00Z,179,B737-900,Mainline,61,73,56,2025-08-07 13:55:00+00:00,2025-08-07 13:51:00+00:00,-4.0,208,17,88,45,45.0,0.0,False,False,0.012572533849129593,0.0,0.12857142857142856,0.38899430740037955,0,0,0.10728490734910051,216.0,Medium
UA,1941,2025-08-04,ORD,CVG,2025-08-04T14:26:00Z,2025-08-04T16:52:00Z,2025-08-04T14:24:00Z,2025-08-04T16:45:00Z,126,A319-100,Mainline,71,81,43,2025-08-04 14:26:00+00:00,2025-08-04 14:24:00+00:00,-2.0,123,0,29,58,58.0,2.0,False,False,0.014506769825918761,0.2222222222222222,0.1657142857142857,0.22770398481973433,0,0,0.12748012949902407,134.0,Medium
OO,5748,2025-08-12,ORD,YWG,2025-08-12T13:02:00Z,2025-08-12T15:31:00Z,2025-08-12T13:18:00Z,2025-08-12T15:33:00Z,70,ERJ-175,Express,68,79,42,2025-08-12 13:02:00+00:00,2025-08-12 13:18:00+00:00,16.0,69,4,11,29,29.0,0.0,False,False,0.031914893617021274,0.0,0.08285714285714285,0.12523719165085387,0,0,0.051193334986705724,368.0,Medium
UA,1941,2025-08-06,ORD,CVG,2025-08-06T14:26:00Z,2025-08-06T16:52:00Z,2025-08-06T14:48:00Z,2025-08-06T17:12:00Z,126,A319-100,Mainline,83,104,43,2025-08-06 14:26:00+00:00,2025-08-06 14:48:00+00:00,22.0,125,3,5,51,51.0,0.0,False,False,0.03771760154738878,0.0,0.1457142857142857,0.23149905123339656,0,0,0.0867579478537531,240.0,Medium
UA,1859,2025-08-07,ORD,SNA,2025-08-07T16:50:00Z,2025-08-07T19:18:00Z,2025-08-07T17:06:00Z,2025-08-07T19:33:00Z,126,B737-700,Mainline,57,64,43,2025-08-07 16:50:00+00:00,2025-08-07 17:06:00+00:00,16.0,134,0,64,23,23.0,0.0,False,False,0.031914893617021274,0.0,0.06571428571428571,0.24857685009487665,0,0,0.07243269524693885,330.0,Medium
UA,1785,2025-08-04,ORD,EWR,2025-08-04T16:46:00Z,2025-08-04T20:20:00Z,2025-08-04T16:44:00Z,2025-08-04T19:55:00Z,179,B737-MAX9,Mainline,122,135,56,2025-08-04 16:46:00+00:00,2025-08-04 16:44:00+00:00,-2.0,201,1,85,23,23.0,1.0,False,False,0.014506769825918761,0.1111111111111111,0.06571428571428571,0.3757115749525617,0,0,0.11485942530336733,165.0,Medium
UA,1182,2025-08-02,ORD,SJC,2025-08-02T19:55:00Z,2025-08-02T22:35:00Z,2025-08-02T20:00:00Z,2025-08-02T22:46:00Z,150,A320-200,Mainline,60,58,46,2025-08-02 19:55:00+00:00,2025-08-02 20:00:00+00:00,5.0,177,7,60,61,61.0,2.0,False,False,0.02127659574468085,0.2222222222222222,0.1742857142857143,0.3301707779886148,0,0,0.15171872162271452,131.0,Medium
